Panic disorder,"Palpitations, Sweating, Trembling, Shortness of breath, Fear of losing control, Dizziness","Antidepressant medications, Cognitive Behavioral Therapy, Relaxation Techniques"
Bone Spur of the Calcaneus,"Heel pain, especially when walking or standing, tenderness, swelling, inflammation of the surrounding tissue","Nonsteroidal anti-inflammatory drugs (NSAIDs), orthotic devices, physical therapy, stretching exercises, shoe modifications, corticosteroid injections, surgical removal (in severe cases)"
Von Willebrand Disease,"Easy or excessive bruising, prolonged or excessive bleeding from cuts or injuries, frequent nosebleeds, heavy or prolonged menstrual periods, bleeding gums, blood in urine or stool","Desmopressin (DDAVP) medication, replacement therapy with von Willebrand factor (VWF) concentrate or cryoprecipitate, oral contraceptives (for women with heavy menstrual bleeding), avoiding certain medications, dental care precautions, regular medical follow-up"
Heart Block,"Fatigue, dizziness, fainting, chest pain or discomfort, shortness of breath, irregular heart rhythms","Medications (such as beta-blockers, calcium channel blockers), pacemaker implantation (in severe cases or symptomatic heart block), underlying condition management"
Colonic Polyp,"Most colonic polyps do not cause symptoms. Some larger polyps or certain types may cause rectal bleeding or changes in bowel habits, such as diarrhea or constipation.","Polypectomy (removal of polyp during colonoscopy), surveillance colonoscopy (regular monitoring for recurrence or new polyps), lifestyle modifications (healthy diet, regular exercise, smoking cessation), follow-up based on pathology findings"
Hypospadias,"Abnormal positioning of the urethral opening on the underside of the penis, penile curvature, spraying of urine, difficulty in urination","Surgical repair (hypospadias repair surgery), hormone therapy (in some cases), counseling and support for the child and family"
Magnesium Deficiency,"Muscle twitches or cramps, fatigue, weakness, loss of appetite, nausea, vomiting, irritability, mental confusion, irregular heartbeat, tingling or numbness, personality changes, seizures","Dietary changes (consuming magnesium-rich foods), oral magnesium supplements, intravenous magnesium therapy (in severe cases), addressing underlying causes (e.g., malabsorption), medical supervision and monitoring"
Female Infertility of Unknown Cause,"Inability to conceive after one year of unprotected intercourse, irregular or absent menstrual cycles, hormonal imbalances, age-related factors, other","Fertility testing and evaluation (hormone tests, imaging, genetic screening), lifestyle modifications (healthy diet, regular exercise, stress reduction), fertility treatments (assisted reproductive technologies, fertility medications)"
Pericarditis,"Chest pain (sharp and stabbing), worsens with deep breaths or lying down, fever","Nonsteroidal anti-inflammatory drugs (NSAIDs) to reduce inflammation and pain, colchicine (for recurrent or persistent pericarditis), corticosteroids (in severe cases or when NSAIDs are ineffective), antibiotics (if bacterial infection is present), lifestyle modifications (rest, avoiding strenuous activity), treating underlying causes (if identified), potential pericardiocentesis (fluid drainage)"
Attention Deficit Hyperactivity Disorder (ADHD),"Inattention, hyperactivity, impulsivity","Behavioral therapy, parent training programs, medication (such as stimulants or non-stimulants), individualized education plans (IEPs) for academic support, accommodations and modifications in school, psychoeducation, counseling"
Neuromyelitis Optica,"Optic neuritis (vision loss, pain with eye movement), transverse myelitis (weakness, numbness, or paralysis of the limbs, loss of bladder or bowel control)","High-dose corticosteroids, plasma exchange (to remove antibodies from the blood), immunosuppressive therapy (such as azathioprine or rituximab), supportive care to manage symptoms, physical therapy or rehabilitation for functional recovery"
Pulmonic Valve Disease,"Fatigue, shortness of breath, chest pain or discomfort, heart palpitations, fainting or lightheadedness, swollen legs or ankles","Medications (such as diuretics, beta-blockers, or calcium channel blockers), surgical interventions (such as balloon valvuloplasty or valve replacement), lifestyle modifications (such as regular exercise, heart-healthy diet, smoking cessation), regular follow-up with a cardiologist"
Tietze Syndrome,"Chest pain, swelling and tenderness of the cartilage connecting the ribs to the breastbone","Nonsteroidal anti-inflammatory drugs (NSAIDs), pain relievers, local heat or ice application, avoiding activities that worsen symptoms, supportive measures (such as wearing loose clothing or using supportive pillows), physical therapy (to improve posture and strengthen muscles), corticosteroid injections (in some cases), stress reduction techniques"
Cranial Nerve Palsy,"Depends on the specific cranial nerve involved; symptoms can include vision changes, eye movement abnormalities, facial weakness or paralysis, difficulty swallowing or speaking, loss of sensation in the face or other areas","Treatment depends on the underlying cause and specific cranial nerve affected. It may include medications (such as corticosteroids or antiviral drugs), physical therapy, speech therapy, occupational therapy, eye exercises, surgery (in some cases), and management of any underlying conditions."
Conversion Disorder,"Neurological symptoms that cannot be explained by a medical condition or injury, such as paralysis, blindness, seizures, or difficulty speaking","Psychotherapy (such as cognitive-behavioral therapy or psychodynamic therapy), physical therapy or rehabilitation (to improve physical function and reduce disability), addressing underlying stressors or psychological factors, supportive care and reassurance, potentially medications (such as antidepressants or anti-anxiety medications)"
Complex Regional Pain Syndrome,"Severe and chronic pain, often in the limbs, with associated swelling, changes in skin color or temperature, abnormal sweating, limited range of motion","Physical therapy (including exercises, stretching, and mirror therapy), pain management techniques (such as medications, nerve blocks, or spinal cord stimulation), sympathetic nerve blocks, psychological support (such as cognitive-behavioral therapy or counseling), occupational therapy, graded motor imagery, transcutaneous electrical nerve stimulation (TENS), patient education and self-management techniques"
Otosclerosis,"Hearing loss (gradual and progressive), tinnitus (ringing in the ears), dizziness or balance problems","Hearing aids, surgical interventions (such as stapedectomy or stapedotomy to replace the affected bone in the middle ear), sodium fluoride therapy (to slow down the progression of the condition), communication strategies and support (such as lip-reading or sign language), regular hearing assessments"
Hypothyroidism,"Fatigue, weight gain, sensitivity to cold, dry skin, constipation, depression, muscle weakness, elevated cholesterol levels","Hormone replacement therapy with synthetic thyroid hormone (levothyroxine), regular monitoring of thyroid hormone levels and adjustment of medication dosage, lifestyle modifications (such as healthy diet and regular exercise), management of associated symptoms (such as cholesterol-lowering medications or antidepressants), education and support for long-term management"
Primary Insomnia,"Difficulty falling asleep or staying asleep, daytime sleepiness, irritability, difficulty concentrating","Cognitive-behavioral therapy for insomnia (CBT-I), sleep hygiene practices (such as maintaining a regular sleep schedule, creating a comfortable sleep environment), relaxation techniques, stimulus control techniques (such as limiting bed activities to sleep only), sleep restriction therapy, medications for insomnia (such as sedative-hypnotics, melatonin agonists)"
Lice,Itching and visible presence of lice or nits (eggs) in the hair,"Over-the-counter or prescription medications specifically designed to kill lice (such as pediculicides), manual removal of lice and nits using a fine-toothed comb, washing and drying of infested clothing and bedding at high temperatures, vacuuming of upholstery and household surfaces, disinfection of personal items that cannot be washed or dried, avoiding direct head-to-head contact with infested individuals, education and prevention strategies"
Vitamin B12 Deficiency,"Fatigue, weakness, pale skin, shortness of breath, tingling or numbness in the hands and feet, balance problems, sore tongue","Vitamin B12 supplementation (such as oral supplements or injections), dietary changes to include B12-rich foods (such as meat, fish, eggs, and dairy products), identification and management of underlying causes (such as pernicious anemia or malabsorption disorders), management of associated symptoms or complications (such as nerve pain or balance problems), regular monitoring of B12 levels and treatment adjustment"
Vulvodynia,"Persistent pain or discomfort in the vulva, burning, stinging, rawness, itching","Topical medications (such as lidocaine or estrogen creams), nerve blocks, physical therapy (including pelvic floor muscle relaxation exercises), cognitive-behavioral therapy (CBT), biofeedback, medications (such as tricyclic antidepressants or anticonvulsants), vulvar care and hygiene practices, stress management techniques, alternative therapies (such as acupuncture or herbal remedies)"
Endometriosis,"Pelvic pain (during menstruation, intercourse, or bowel movements), heavy menstrual bleeding, infertility","Pain management (such as nonsteroidal anti-inflammatory drugs [NSAIDs], hormonal contraceptives, or progestins), hormone therapy (such as gonadotropin-releasing hormone [GnRH] agonists or oral contraceptives), surgical interventions (such as laparoscopic excision or hysterectomy), fertility treatments (if pregnancy is desired), lifestyle modifications (such as regular exercise, stress management), complementary therapies (such as acupuncture or dietary changes)"
Vasculitis,"Inflammation of blood vessels leading to various symptoms depending on the affected organs, including rash, fever, fatigue, muscle and joint pain, shortness of breath, weight loss","Treatment depends on the type and severity of vasculitis. It may include corticosteroids, immunosuppressive medications (such as cyclophosphamide or azathioprine), biologic therapies (such as rituximab), disease-specific treatments (such as plasmapheresis for certain types), supportive care to manage symptoms (such as pain relievers or blood pressure medications), monitoring and management of associated complications (such as organ damage or infections)"
Concussion,"Headache, dizziness, nausea or vomiting, confusion, memory problems, sensitivity to light or noise, mood changes","Physical and cognitive rest, gradual return to normal activities, symptom management (such as pain relievers or anti-nausea medication), monitoring for complications (such as changes in neurological function), cognitive rehabilitation (if persistent cognitive problems), management of associated symptoms (such as sleep disturbances or mood changes), education and support for recovery, avoiding further head injuries"
Oral Leukoplakia,"White patches or plaques in the mouth, often on the tongue or inside of the cheeks, that cannot be scraped off","Regular monitoring and follow-up, identification and elimination of potential irritants (such as tobacco or alcohol), improving oral hygiene practices, medication (such as topical retinoids or antifungal agents), surgical removal (in some cases), cryotherapy (freezing the patches), laser therapy, lifestyle modifications (such as healthy diet), regular dental check-ups, education and support"
Chronic Kidney Disease,"Fatigue, swelling of the legs or ankles, decreased appetite, difficulty concentrating, increased urination or urine changes, blood in urine, high blood pressure","Management of underlying conditions (such as diabetes or high blood pressure), lifestyle modifications (such as healthy diet, regular exercise, smoking cessation), medications (such as ACE inhibitors or diuretics), dialysis (in advanced stages), kidney transplant (in end-stage kidney disease), management of associated complications (such as anemia or bone disease), regular monitoring and follow-up with a nephrologist, education and support for self-care"
Bladder Disorder,"Frequent urination, urgency, pelvic pain","Medications, bladder training, lifestyle changes"
Chorioretinitis,"Eye pain, blurred vision, sensitivity to light","Antiviral medications, corticosteroids, eye drops"
Priapism,"Persistent, painful erection","Medical intervention (aspiration, medication, surgery)"
Myositis,"Muscle weakness, pain, inflammation","Medications (corticosteroids, immunosuppressants), physical therapy"
Mononucleosis,"Fatigue, sore throat, swollen lymph nodes","Rest, pain relievers, fluids, symptom management"
Neuralgia,"Sharp, shooting pain along the affected nerve","Medications (pain relievers, anticonvulsants), nerve blocks"
Polycystic Kidney Disease,"Abdominal pain, high blood pressure, kidney cysts","Symptom management, blood pressure control, dialysis"
Bipolar Disorder,"Mood swings, manic episodes, depressive episodes","Medications (mood stabilizers, antipsychotics), therapy"
Amyloidosis,"Fatigue, weight loss, organ dysfunction",Treatment depends on the type and extent of organ damage
Chronic Inflammatory Demyelinating Polyneuropathy (CIDP),"Weakness, numbness, tingling in limbs","Immunoglobulin therapy, corticosteroids, physical therapy"
Gastroesophageal Reflux Disease (GERD),"Heartburn, acid reflux, chest pain","Lifestyle changes, medications (antacids, proton pump inhibitors)"
Vitreous Hemorrhage,"Floaters in vision, blurry vision, eye pain","Observation, laser treatment, vitrectomy (in severe cases)"
Antimicrobial Drugs Poisoning,"Nausea, vomiting, diarrhea, neurological symptoms","Immediate medical attention, supportive care, antidote administration"
Scleroderma,"Thickening of the skin, Raynaud's phenomenon","Medications (immunosuppressants), therapy, symptom management"
Myasthenia Gravis,"Muscle weakness, fatigue, difficulty speaking","Medications (acetylcholinesterase inhibitors, immunosuppressants), thymectomy (in some cases)"
Hypoglycemia,"Shaking, dizziness, confusion, sweating","Consuming glucose or sugar-containing foods, adjusting medication or insulin dosage"
Idiopathic Absence of Menstruation,Lack of menstrual periods,"Evaluation to determine underlying cause, hormone therapy"
Dislocation of the Ankle,"Swelling, severe pain, inability to bear weight","Reduction (realigning the bones), immobilization, rehab"
Carbon Monoxide Poisoning,"Headache, dizziness, nausea, confusion","Fresh air, oxygen therapy, immediate medical attention"
Panic Attack,"Chest pain, shortness of breath, palpitations","Breathing exercises, relaxation techniques, therapy"
Plantar Fasciitis,"Heel pain, tenderness, difficulty walking","Rest, stretching exercises, orthotic devices, physiotherapy"
Hyperopia,"Difficulty seeing objects up close, blurred vision when focusing on near objects","Eyeglasses, contact lenses, refractive surgery"
Sedatives Poisoning,"Drowsiness, confusion, slowed breathing","Immediate medical attention, supportive care, antidote administration"
Pemphigus,Painful blisters on the skin and mucous membranes,"Corticosteroids, immunosuppressants, wound care"
Peyronie Disease,"Curvature of the penis, pain during erections","Medications, traction therapy, surgery"
Hiatal Hernia,"Heartburn, chest pain, difficulty swallowing","Lifestyle changes, medications (antacids, proton pump inhibitors)"
Extrapyramidal Effect of Drugs,"Muscle stiffness, tremors, involuntary movements","Adjusting medication dosage, switching to alternative medications"
Meniere Disease,"Vertigo, hearing loss, tinnitus, ear fullness","Medications (diuretics, anti-vertigo drugs), lifestyle changes"
Anal Fissure,"Pain during bowel movements, rectal bleeding","Stool softeners, fiber supplements, topical ointments, surgical procedures (in severe cases)"
Chronic Otitis Media,"Ear pain, hearing loss, recurrent ear infections","Antibiotics, ear drops, surgical intervention (in some cases)"
Hirschsprung Disease,"Chronic constipation, abdominal distension, failure to pass meconium (in newborns)",Surgery to remove the affected part of the colon (pull-through procedure)
Polymyalgia Rheumatica,"Muscle pain and stiffness, joint pain, fatigue","Low-dose corticosteroids, nonsteroidal anti-inflammatory drugs (NSAIDs)"
Lymphedema,"Swelling in arms or legs, feeling of heaviness or tightness","Compression therapy, exercise, lymphatic drainage techniques, surgery (in severe cases)"
Bladder Cancer,"Blood in urine, frequent urination, pelvic pain","Surgery, chemotherapy, radiation therapy"
Acute Bronchospasm,"Wheezing, shortness of breath, chest tightness","Bronchodilators (inhaled medications), corticosteroids, supplemental oxygen (if needed)"
Acute Glaucoma,"Severe eye pain, blurred vision, halos around lights","Medications (eye drops), laser therapy, surgery (in some cases)"
Dislocation of the Patella,"Knee pain, swelling, inability to straighten the leg","Manual reduction, immobilization, physical therapy"
Sciatica,Pain radiating from the lower back to the leg,"Pain medications, physical therapy, stretching exercises"
Hypercalcemia,"Fatigue, nausea, excessive thirst, kidney stones","Treating underlying cause, hydration, medications"
Stress Incontinence,Unintentional urine leakage during physical activity,"Pelvic floor exercises, behavioral techniques, surgery (in severe cases)"
Benign Kidney Cyst,"Abdominal or flank pain, blood in urine, frequent urination","Observation, medication (if needed), surgery (in rare cases)"
Hydrocele of the Testicle,Swelling of the scrotum,"Observation, surgical drainage (in some cases)"
Hirsutism,Excessive hair growth in women,"Medications (anti-androgens, oral contraceptives), hair removal methods, lifestyle changes"
Hydronephrosis,"Flank pain, urinary frequency, swelling in the abdomen","Treating underlying cause, medications, ureteral stent, surgery"
Diverticulosis,"Abdominal pain, bloating, changes in bowel movements","High-fiber diet, medications (pain relievers, antibiotics)"
Pain after an Operation,"Surgical site pain, discomfort, swelling","Pain medications, ice packs, rest, wound care"
Huntington Disease,"Motor, cognitive, and psychiatric symptoms","Supportive care, medications (to manage symptoms), therapy"
West Nile Virus,"Fever, headache, body aches, rash","Supportive care, symptom management, prevention of mosquito bites"
Lymphoma,"Swollen lymph nodes, unexplained weight loss, fatigue","Chemotherapy, radiation therapy, immunotherapy, targeted therapy"
Dermatitis due to Sun Exposure,"Redness, itching, rash, blistering","Topical corticosteroids, moisturizers, avoiding sun exposure"
Anemia due to Chronic Kidney Disease,"Fatigue, weakness, pale skin","Erythropoiesis-stimulating agents (ESA), iron supplementation, blood transfusions (in severe cases)"
Injury to Internal Organ,"Abdominal pain, bleeding, organ dysfunction","Immediate medical attention, diagnostic tests, surgery (in some cases)"
Scleritis,"Eye redness, severe eye pain, blurred vision","Steroid eye drops, nonsteroidal anti-inflammatory drugs (NSAIDs), immunosuppressants"
Pterygium,Growth on the conjunctiva (white part of the eye),"Artificial tears, eye lubricants, surgical removal (in severe cases)"
Fungal Infection of the Skin,"Rash, itching, redness, peeling skin","Antifungal creams, powders, or oral medications, proper hygiene and skin care"
Insulin Overdose,"Low blood sugar (hypoglycemia) symptoms (e.g., confusion, sweating)","Immediate treatment of hypoglycemia, medical assistance, adjusting insulin dosage and regimen"
Syndrome of Inappropriate Secretion of ADH (SIADH),"Excessively concentrated urine, low blood sodium levels","Treating underlying cause, fluid restriction, medications to suppress ADH (vasopressin) secretion, addressing electrolyte imbalance"
Premenstrual Tension Syndrome,"Mood swings, bloating, breast tenderness, irritability","Lifestyle changes, medications (pain relievers, hormonal contraceptives), therapy"
Orbital Cellulitis,"Eye pain, swelling, redness, vision changes","Antibiotics, hospitalization (in severe cases), surgical drainage (in some cases)"
Injury to the Leg,"Pain, swelling, bruising, difficulty walking","R.I.C.E. (Rest, Ice, Compression, Elevation), pain medications, physical therapy"
Hepatic Encephalopathy,"Confusion, forgetfulness, personality changes, tremors","Treating underlying liver disease, medications to manage symptoms, dietary modifications"
Bone Cancer,"Bone pain, fractures, fatigue, unexplained weight loss","Surgery, chemotherapy, radiation therapy, targeted therapy"
Leishmaniasis,"Skin sores, fever, weight loss, enlarged spleen or liver","Antiparasitic medications, treatment of complications, vector control measures (in endemic areas)"
Chagas Disease,"Fever, fatigue, body aches, heart and digestive problems","Antiparasitic medications, medications to manage symptoms, supportive care"
Syringomyelia,"Muscle weakness, loss of sensation, chronic pain","Surgical decompression, draining of syrinx (cyst), physical therapy, pain management techniques"
Pulmonary Fibrosis,"Shortness of breath, dry cough, fatigue","Medications (immunosuppressants, antifibrotic drugs), oxygen therapy, lung transplantation"
Mitral Valve Disease,"Fatigue, shortness of breath, heart palpitations","Medications, lifestyle changes, surgical repair or replacement of the valve (in severe cases)"
Parkinson Disease,"Tremors, stiffness, slowness of movement","Medications (levodopa, dopamine agonists), physical therapy, deep brain stimulation"
Gout,"Intense joint pain, swelling, redness","Medications (nonsteroidal anti-inflammatory drugs, colchicine), lifestyle changes"
Otitis Media,"Ear pain, fever, fluid drainage from the ear","Antibiotics (if bacterial infection), pain relievers, observation (in some cases)"
Myelodysplastic Syndrome,"Fatigue, frequent infections, easy bruising or bleeding","Supportive care, blood transfusions, medications, bone marrow transplantation (in some cases)"
Fracture of the Shoulder,"Shoulder pain, swelling, limited range of motion","Immobilization (sling, brace), pain management, physical therapy, surgical intervention (in severe cases)"
Acute Kidney Injury,"Decreased urine output, fluid retention, fatigue","Treating underlying cause, supportive care, medications to manage complications, dialysis (in severe cases)"
Threatened Pregnancy,"Vaginal bleeding, abdominal cramps, pelvic pain","Bed rest, medications (progesterone), monitoring, avoiding activities that may stress the pregnancy"
Intracranial Abscess,"Headache, fever, neurological deficits","Antibiotics, surgical drainage or removal of the abscess, supportive care"
Gum Disease,"Swollen, red, tender gums, bleeding gums","Oral hygiene practices (brushing, flossing), professional dental cleanings, medications, surgical interventions"
Open Wound from Surgical Incision,"Redness, swelling, discharge from the wound","Wound care (cleaning, dressing changes), antibiotics (if infection is present), surgical interventions"
Gastrointestinal Hemorrhage,"Abdominal pain, vomiting blood, bloody or black stools","Blood transfusions, endoscopy, surgery (in severe cases), medications to stop bleeding"
Seborrheic Dermatitis,"Red, itchy, and oily patches of skin, dandruff, flaky scalp","Topical antifungal creams or ointments, medicated shampoos, corticosteroid creams"
Drug Abuse (Methamphetamine),"Increased energy and alertness, decreased appetite, rapid heartbeat","Detoxification, counseling, behavioral therapies, support groups, medication-assisted treatment (if applicable)"
Torticollis,"Neck pain, stiffness, and abnormal head positioning","Physical therapy exercises, pain relievers, botulinum toxin injections (in severe cases)"
Antihypertensives Poisoning,"Dizziness, low blood pressure, slow heart rate, nausea, vomiting","Immediate medical attention, activated charcoal administration, supportive care, specific antidotes"
Tension Headache,"Mild to moderate head pain, tightness or pressure sensation on both sides of head","Over-the-counter pain relievers, relaxation techniques, stress management"
Alcohol Intoxication,"Slurred speech, impaired coordination, confusion","Supportive care, ensuring hydration, monitoring vital signs, prevention of complications"
Scurvy,"Fatigue, swollen and bleeding gums, joint pain","Vitamin C supplementation, dietary changes, oral hygiene maintenance"
Narcolepsy,"Excessive daytime sleepiness, sudden loss of muscle tone (cataplexy)","Stimulant medications, antidepressants, lifestyle modifications, scheduled naps"
Food Allergy,"Rash, itching, swelling, difficulty breathing, gastrointestinal symptoms","Avoidance of allergenic food, antihistamines, epinephrine (in severe cases)"
Labyrinthitis,"Vertigo, dizziness, nausea, hearing loss, ear pain","Medications (antibiotics, antivirals), vestibular rehabilitation therapy"
Anxiety,"Excessive worrying, restlessness, increased heart rate, panic attacks","Therapy (cognitive-behavioral therapy, psychotherapy), medications (antidepressants, anti-anxiety drugs)"
Impulse Control Disorder,"Impulsive behaviors (e.g., gambling, stealing), difficulty resisting urges","Psychotherapy, medication (in some cases), support groups, behavioral interventions"
Stenosis of the Tear Duct,"Excessive tearing, eye discharge, recurrent eye infections","Tear duct probing, dilation, surgical correction"
Abscess of Nose,"Pain, swelling, redness, discharge from the nose","Antibiotics, warm compresses, surgical drainage (in severe cases)"
Omphalitis,"Redness, swelling, discharge, foul odor around the umbilical area","Antibiotics, wound care, surgical intervention (in severe cases)"
Leukemia,"Fatigue, pale skin, frequent infections, easy bleeding or bruising","Chemotherapy, radiation therapy, stem cell transplant, targeted therapy, supportive care"
Bell Palsy,"Facial weakness or paralysis, drooping of the mouth or eyelid","Corticosteroids, antiviral medications, eye protection, physical therapy"
Conjunctivitis due to Allergy,"Redness, itching, watery discharge, swollen eyelids","Allergen avoidance, antihistamine eye drops, cold compresses, lubricating eye drops"
Drug Reaction,"Rash, itching, swelling, fever, respiratory symptoms","Discontinuation of the offending drug, supportive care, antihistamines, corticosteroids (in severe cases)"
Adrenal Cancer,"Abdominal or back pain, unexplained weight loss, hormonal imbalances","Surgery (adrenalectomy), chemotherapy, radiation therapy, targeted therapy, hormone replacement therapy"
Myopia,"Blurred distance vision, eyestrain, squinting","Eyeglasses, contact lenses, refractive surgery (LASIK), orthokeratology (for some cases)"
Osteoarthritis,"Joint pain, stiffness, swelling","Pain relievers, physical therapy, weight management, assistive devices, surgery (in severe cases)"
Thyroid Disease,"Fatigue, weight changes, mood swings, dry skin","Medications (thyroid hormone replacement, antithyroid drugs), radioactive iodine therapy, surgery (in some cases)"
Pharyngitis,"Sore throat, difficulty swallowing, swollen lymph nodes","Rest, pain relievers, throat lozenges, antibiotics (if bacterial infection), symptomatic relief"
Chronic Rheumatic Fever,"Joint pain, fever, rash, heart inflammation","Antibiotics (to treat streptococcal infections), anti-inflammatory medications, medications for heart complications"
Hypocalcemia,"Numbness or tingling in fingers or around the mouth, muscle cramps","Calcium and vitamin D supplements, treating underlying causes, intravenous calcium (in severe cases)"
Macular Degeneration,"Blurred or distorted central vision, blind spots","Vision aids, medications (injections into the eye), laser therapy, photodynamic therapy, surgical intervention"
Pneumonia,"Cough, fever, chest pain, difficulty breathing","Antibiotics, antiviral medications (if applicable), rest, fluids, symptomatic relief"
Cold Sore,"Small, painful blisters on the lips or around the mouth","Antiviral medications (topical or oral), pain relievers, antiviral creams, self-care measures"
Premature Ventricular Contractions (PVCs),"Skipped or extra heartbeats, palpitations, lightheadedness","Monitoring (in most cases), lifestyle changes, medications (beta-blockers, antiarrhythmics)"
Chancroid,"Painful ulcers or sores on the genital area, swollen lymph nodes in the groin","Antibiotics (such as azithromycin or ceftriaxone), pain management, warm compresses, good hygiene"
Testicular Cancer,"Lump or swelling in the testicles, pain or discomfort, changes in testicular size or shape","Surgery (orchiectomy), chemotherapy, radiation therapy, surveillance (for some cases)"
Hydrocephalus,"Headache, nausea, vomiting, cognitive or developmental problems, enlarged head in infants","Shunt placement (to divert excess cerebrospinal fluid), endoscopic third ventriculostomy, medication (in some cases)"
Breast Cancer,"Breast lump, changes in breast size or shape, nipple changes, breast pain","Surgery (lumpectomy or mastectomy), radiation therapy, chemotherapy, hormone therapy, targeted therapy"
Anemia due to Malignancy,"Fatigue, weakness, shortness of breath, pale skin","Treating underlying malignancy, blood transfusions, medications (erythropoiesis-stimulating agents, iron supplements)"
Esophageal Varices,"Swollen blood vessels in the esophagus, vomiting blood, black, tarry stools","Medications (beta-blockers, vasoconstrictors), endoscopic therapies, band ligation, transjugular intrahepatic portosystemic shunt (TIPS), surgical interventions"
Endometrial Cancer,"Abnormal vaginal bleeding, pelvic pain or discomfort, changes in bowel or bladder habits","Surgery (hysterectomy), radiation therapy, chemotherapy, hormone therapy"
Cystic Fibrosis,"Persistent cough with thick mucus, recurrent lung infections, poor growth or weight gain, salty-tasting skin","Medications (mucus-thinning drugs, bronchodilators), chest physical therapy, enzyme supplements, lung transplant (in severe cases)"
Intertrigo,"Red, raw, or inflamed skin in skin folds (such as armpits or groin), itching or burning sensation","Keeping the affected area clean and dry, applying topical antifungal or antibacterial creams, using barrier creams"
Parathyroid Adenoma,"Fatigue, weakness, bone pain, frequent urination, kidney stones","Surgical removal of the adenoma (parathyroidectomy), medications to manage calcium levels"
Glucocorticoid Deficiency,"Fatigue, weakness, weight loss, low blood pressure, abdominal pain",Hormone replacement therapy with glucocorticoid medications
Temporomandibular Joint Disorder,"Jaw pain or tenderness, clicking or popping sounds in the jaw joint, difficulty chewing or opening the mouth","Self-care measures (rest, applying heat or cold, jaw exercises), pain medications, physical therapy, oral splints"
Wilson Disease,"Fatigue, abdominal pain or swelling, jaundice, neurological symptoms (tremors, difficulty speaking or walking)","Medications to remove copper from the body (chelators), dietary changes, liver transplant (in severe cases)"
Vesicoureteral Reflux,"Frequent urinary tract infections, urinary urgency or frequency, bedwetting (in children), high blood pressure (in severe cases)","Antibiotics, bladder training exercises, surgical correction (in some cases)"
Vitamin A Deficiency,"Night blindness, dry eyes, dry or rough skin, poor wound healing, weakened immune system","Vitamin A supplementation, dietary changes to include foods rich in vitamin A"
Gonorrhea,"Painful urination, abnormal discharge from the genitals, pelvic pain","Antibiotics (dual therapy with ceftriaxone and azithromycin), safe sexual practices, partner notification"
Fracture of the Rib,"Chest pain, difficulty breathing, tenderness or swelling over the ribcage","Pain management, rest, immobilization (splinting or bracing), physical therapy"
Ependymoma,"Headaches, nausea, seizures, changes in coordination or balance","Surgery, radiation therapy, chemotherapy, targeted therapy, rehabilitation"
Hepatitis due to a Toxin,"Fatigue, jaundice, abdominal pain, nausea, vomiting","Supportive care, removal or avoidance of the toxic substance, management of symptoms"
Vaginal Cyst,"Small lump or swelling in the vaginal wall, discomfort or pain during intercourse","Observation (if asymptomatic), warm compresses, sitz baths, surgical removal (if necessary)"
Chronic Knee Pain,"Persistent knee pain, stiffness, swelling, limited range of motion","Pain management, physical therapy, lifestyle modifications, knee braces or supports"
Pinguecula,"Yellowish or white growth on the conjunctiva (eye's surface), usually near the cornea","Artificial tears, lubricating eye drops, sunglasses for UV protection, surgical removal (in severe cases)"
Hypergammaglobulinemia,"Elevated levels of gamma globulins in the blood, may be asymptomatic or associated with other underlying conditions","Treatment of underlying cause or associated condition, immunosuppressive therapy (in some cases)"
Pituitary Disorder,"Various symptoms depending on the specific disorder, including hormonal imbalances","Treatment depends on the specific pituitary disorder and may involve medications, surgery, hormone replacement therapy"
Kidney Stone,"Severe pain in the side or back, blood in the urine, frequent urination","Pain management, increased fluid intake, medication to facilitate stone passage, minimally invasive procedures or surgery"
Autism,"Challenges with social interaction, communication difficulties, restricted interests or repetitive behaviors","Behavioral therapy, educational interventions, speech and language therapy, medications for associated symptoms"
Cat Scratch Disease,"Swollen lymph nodes, fever, fatigue, headache, rash","Antibiotics (azithromycin, doxycycline), pain management, supportive care"
Chronic Glaucoma,"Gradual vision loss, peripheral vision impairment, eye pain or discomfort, halos around lights","Eye drops (to reduce intraocular pressure), oral medications, laser therapy, surgery (trabeculectomy, implantable devices), regular eye exams"
Retinal Detachment,"Floaters (spots or cobweb-like shapes in vision), flashes of light, curtain-like shadow over vision, sudden vision loss","Surgical intervention (pneumatic retinopexy, scleral buckle, vitrectomy), laser therapy, cryotherapy, gas or silicone oil injection, positioning, regular eye exams"
Aplastic Anemia,"Fatigue, pale skin, frequent infections, shortness of breath, rapid or irregular heartbeats, prolonged bleeding or bruising","Blood transfusions, bone marrow-stimulating medications, immunosuppressive therapy, stem cell transplant (in severe cases), supportive care"
Overflow Incontinence,"Frequent or constant dribbling of urine, inability to completely empty the bladder, weak urine stream","Bladder training exercises, double voiding, catheterization, medications (alpha-blockers, anticholinergics), surgery (in severe cases), lifestyle modifications"
Rabies,"Flu-like symptoms (fever, headache, fatigue), anxiety, confusion, hallucinations, difficulty swallowing","Immediate medical attention (post-exposure prophylaxis), wound care, administration of rabies vaccine and immunoglobulin, supportive care, monitoring and management of symptoms"
